"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"-4","RID","UPENNBIOMK5","ADNI GO and ADNI 2: first batch analysis of CSF biomarkers","-4","Participant roster ID","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-11-01 12:28:28.0"
"-4","VISCODE","UPENNBIOMK5","ADNI GO and ADNI 2: first batch analysis of CSF biomarkers","-4","Visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-11-01 12:28:28.0"
"-4","VISCODE2","UPENNBIOMK5","ADNI GO and ADNI 2: first batch analysis of CSF biomarkers","-4","Translated visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Months from baseline rounded to nearest 6 months","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-11-01 12:28:28.0"
"-4","RUNDATE","UPENNBIOMK5","ADNI GO and ADNI 2: first batch analysis of CSF biomarkers","-4","Run date","-4","-4","D","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-11-01 12:28:28.0"
"-4","ABETA","UPENNBIOMK5","ADNI GO and ADNI 2: first batch analysis of CSF biomarkers","-4","ABETA","-4","-4","-4","-4","-4","-4","-4","-4","pg/mL","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-11-01 12:28:28.0"
"-4","TAU","UPENNBIOMK5","ADNI GO and ADNI 2: first batch analysis of CSF biomarkers","-4","TAU","-4","-4","-4","-4","-4","-4","-4","-4","pg/mL","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-11-01 12:28:28.0"
"-4","PTAU","UPENNBIOMK5","ADNI GO and ADNI 2: first batch analysis of CSF biomarkers","-4","PTAU","-4","-4","-4","-4","-4","-4","-4","-4","pg/mL","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-11-01 12:28:28.0"
"-4","ABETA_RAW","UPENNBIOMK5","ADNI GO and ADNI 2: first batch analysis of CSF biomarkers","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-11-01 12:28:28.0"
"-4","TAU_RAW","UPENNBIOMK5","ADNI GO and ADNI 2: first batch analysis of CSF biomarkers","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-11-01 12:28:28.0"
"-4","PTAU_RAW","UPENNBIOMK5","ADNI GO and ADNI 2: first batch analysis of CSF biomarkers","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2013-11-01 12:28:28.0"
